algo,epoch,lret_t0,lret_t1,comp_t0,comp_t1
adapt_vqe,0,0.998879940658157,0.9819001578951996,0.9988799406581569,0.9819001578951995
adapt_vqe,1,0.998879940658157,0.9819001578951996,0.9988799406581569,0.9819001578951995
adapt_vqe,2,0.998879940658157,0.9819001578951996,0.9988799406581569,0.9819001578951995
adapt_vqe,3,0.998879940658157,0.9819001578951996,0.9988799406581569,0.9819001578951995
adapt_vqe,4,0.998879940658157,0.9819001578951996,0.9988799406581569,0.9819001578951995
adapt_vqe,5,0.998879940658157,0.9819001578951996,0.9988799406581569,0.9819001578951995
adapt_vqe,6,0.998879940658157,0.9819001578951996,0.9988799406581569,0.9819001578951995
adapt_vqe,7,0.998879940658157,0.9819001578951996,0.9988799406581569,0.9819001578951995
adapt_vqe,8,0.998879940658157,0.9819001578951996,0.9988799406581569,0.9819001578951995
adapt_vqe,9,0.998879940658157,0.9819001578951996,0.9988799406581569,0.9819001578951995
